Sample	proteinfold-avg_pLDDT
LOKIASV2_3311_ESMFold_amidohydrolase.pdb	88.68
LOKIASV2_3312_ESMFold_undecaprenyl-diphosphate_phosphatase.pdb	90.01
LOKIASV2_3313_ESMFold_hypothetical_protein.pdb	85.75
LOKIASV2_3314_ESMFold_hypothetical_protein.pdb	80.24
LOKIASV2_3315_ESMFold_MFS_transporter.pdb	92.12
LOKIASV2_3316_AF2_hypothetical_protein.pdb	83.9
LOKIASV2_3317_ESMFold_hypothetical_protein.pdb	44.16
LOKIASV2_3318_ESMFold_hypothetical_protein.pdb	66.92
LOKIASV2_3319_ESMFold_ATP-binding_cassette_domain-containing_protein.pdb	93.62
LOKIASV2_3320_ESMFold_SagG_family_ABC_transporter_permease_subunit.pdb	87.8
LOKIASV2_3321_ESMFold_hypothetical_protein.pdb	67.64
LOKIASV2_3322_ESMFold_hypothetical_protein.pdb	76.75
LOKIASV2_3323_ESMFold_hypothetical_protein.pdb	81.59
LOKIASV2_3324_ESMFold_hypothetical_protein.pdb	79.4
LOKIASV2_3325_ESMFold_hypothetical_protein.pdb	81.27
LOKIASV2_3326_ESMFold_hypothetical_protein.pdb	80.94
LOKIASV2_3327_ESMFold_hypothetical_protein.pdb	58.33
LOKIASV2_3328_ESMFold_RNA_chaperone-antiterminator_CspA.pdb	71.68
LOKIASV2_3329_ESMFold_hypothetical_protein.pdb	55.47
LOKIASV2_3330_ESMFold_SDR_family_oxidoreductase.pdb	94.84
LOKIASV2_3331_ESMFold_hypothetical_protein.pdb	61.21
LOKIASV2_3332_ESMFold_hypothetical_protein.pdb	80.79
LOKIASV2_3333_ESMFold_transcription_initiation_factor_IIB.pdb	80.47
LOKIASV2_3334_ESMFold_hypothetical_protein.pdb	49.0
LOKIASV2_3335_AF2_hypothetical_protein.pdb	48.82
LOKIASV2_3336_ESMFold_chemotaxis_protein_CheC.pdb	83.6
LOKIASV2_3337_ESMFold_hypothetical_protein.pdb	48.93
LOKIASV2_3338_ESMFold_hypothetical_protein.pdb	66.37
LOKIASV2_3339_ESMFold_chemoreceptor_glutamine_deamidase_CheD.pdb	81.52
LOKIASV2_3340_ESMFold_hypothetical_protein.pdb	81.25
LOKIASV2_3341_ESMFold_chemotaxis_response_regulator_protein-glutamate_methylesterase.pdb	93.99
LOKIASV2_3342_ESMFold_chemotaxis_protein_CheA.pdb	82.7
LOKIASV2_3343_ESMFold_chemotaxis_protein_CheY.pdb	83.64
LOKIASV2_3344_ESMFold_hypothetical_protein.pdb	72.31
LOKIASV2_3345_ESMFold_hypothetical_protein.pdb	89.01
LOKIASV2_3346_ESMFold_ABC_transporter_ATP-binding_protein.pdb	91.94
LOKIASV2_3347_ESMFold_hypothetical_protein.pdb	81.04
LOKIASV2_3348_ESMFold_class_I_SAM-dependent_methyltransferase.pdb	85.35
LOKIASV2_3349_ESMFold_hypothetical_protein.pdb	50.27
LOKIASV2_3350_ESMFold_RNA-guided_endonuclease_TnpB_family_protein.pdb	90.7
LOKIASV2_3351_ESMFold_hypothetical_protein.pdb	71.87
LOKIASV2_3352_AF2_DUF5814_domain-containing_protein.pdb	83.74
LOKIASV2_3353_ESMFold_hypothetical_protein.pdb	72.05
LOKIASV2_3354_ESMFold_hypothetical_protein.pdb	71.9
LOKIASV2_3355_ESMFold_chloride_channel_protein.pdb	92.85
LOKIASV2_3356_ESMFold_ABC_transporter_substrate-binding_protein.pdb	83.72
LOKIASV2_3357_ESMFold_hypothetical_protein.pdb	82.38
LOKIASV2_3358_ESMFold_pyruvate_kinase_alpha-beta_domain-containing_protein.pdb	87.75
LOKIASV2_3359_ESMFold_MogA-MoaB_family_molybdenum_cofactor_biosynthesis_protein.pdb	93.92
LOKIASV2_3360_ESMFold_molybdopterin-binding_protein.pdb	95.43
LOKIASV2_3361_ESMFold_bifunctional_methylenetetrahydrofolate_dehydrogenase-methenyltetrahydrofolate_cyclohydrolase_FolD.pdb	96.25
LOKIASV2_3362_ESMFold_type_1_glutamine_amidotransferase_domain-containing_protein.pdb	92.29
LOKIASV2_3363_ESMFold_hypothetical_protein.pdb	88.79
LOKIASV2_3364_ESMFold_hypothetical_protein.pdb	82.82
LOKIASV2_3365_ESMFold_hypothetical_protein.pdb	75.34
LOKIASV2_3366_ESMFold_hypothetical_protein.pdb	83.83
LOKIASV2_3367_ESMFold_hypothetical_protein.pdb	88.73
LOKIASV2_3368_ESMFold_hypothetical_protein.pdb	75.26
LOKIASV2_3369_ESMFold_hypothetical_protein.pdb	82.66
LOKIASV2_3370_ESMFold_hypothetical_protein.pdb	36.74
LOKIASV2_3371_ESMFold_hypothetical_protein.pdb	88.73
LOKIASV2_3372_ESMFold_slipin_family_protein.pdb	92.0
LOKIASV2_3373_ESMFold_hypothetical_protein.pdb	76.0
LOKIASV2_3374_ESMFold_hypothetical_protein.pdb	60.66
LOKIASV2_3375_ESMFold_hypothetical_protein.pdb	74.54
LOKIASV2_3376_ESMFold_hypothetical_protein.pdb	74.48
LOKIASV2_3377_ESMFold_NAD-dependent_epimerase-dehydratase_family_protein.pdb	90.05
LOKIASV2_3378_ESMFold_hypothetical_protein.pdb	88.71
LOKIASV2_3379_ESMFold_hypothetical_protein.pdb	51.67
LOKIASV2_3380_ESMFold_hypothetical_protein.pdb	77.26
LOKIASV2_3381_ESMFold_type_II_CAAX_endopeptidase_family_protein.pdb	84.24
LOKIASV2_3382_ESMFold_hypothetical_protein.pdb	83.73
LOKIASV2_3383_ESMFold_hypothetical_protein.pdb	80.82
LOKIASV2_3384_ESMFold_AAA_family_ATPase.pdb	89.59
LOKIASV2_3385_ESMFold_hypothetical_protein.pdb	56.47
LOKIASV2_3386_ESMFold_hypothetical_protein.pdb	75.61
LOKIASV2_3387_ESMFold_Rab_family_GTPase.pdb	78.16
LOKIASV2_3388_ESMFold_hypothetical_protein.pdb	52.52
LOKIASV2_3389_AF2_hypothetical_protein.pdb	78.99
LOKIASV2_3390_ESMFold_hypothetical_protein.pdb	79.45
LOKIASV2_3391_AF2_cation-transporting_P-type_ATPase.pdb	82.77
LOKIASV2_3392_AF2_hypothetical_protein.pdb	59.08
LOKIASV2_3393_ESMFold_2-hydroxyacyl-CoA_dehydratase.pdb	91.35
LOKIASV2_3394_ESMFold_hypothetical_protein.pdb	86.23
LOKIASV2_3395_ESMFold_hypothetical_protein.pdb	59.17
LOKIASV2_3396_ESMFold_hypothetical_protein.pdb	32.66
LOKIASV2_3397_ESMFold_hypothetical_protein.pdb	39.83
LOKIASV2_3398_AF2_DUF3427_domain-containing_protein.pdb	78.07
LOKIASV2_3399_ESMFold_hypothetical_protein.pdb	74.11
LOKIASV2_3400_ESMFold_hypothetical_protein.pdb	47.2
LOKIASV2_3401_ESMFold_NERD_domain-containing_protein-DEAD-DEAH_box_helicase.pdb	86.94
LOKIASV2_3402_ESMFold_hypothetical_protein.pdb	54.76
LOKIASV2_3403_ESMFold_hypothetical_protein.pdb	42.48
LOKIASV2_3404_ESMFold_hypothetical_protein.pdb	76.93
LOKIASV2_3405_ESMFold_hypothetical_protein.pdb	85.36
LOKIASV2_3406_ESMFold_hypothetical_protein.pdb	50.54
LOKIASV2_3407_ESMFold_hypothetical_protein.pdb	87.04
LOKIASV2_3408_ESMFold_hypothetical_protein.pdb	71.59
LOKIASV2_3409_ESMFold_DEAD-DEAH_box_helicase_family_protein.pdb	84.23
LOKIASV2_3410_ESMFold_hypothetical_protein.pdb	90.26
LOKIASV2_3411_ESMFold_hypothetical_protein.pdb	48.25
LOKIASV2_3412_ESMFold_phosphoadenosine_phosphosulfate_reductase_family_protein.pdb	66.6
LOKIASV2_3413_ESMFold_AAA_family_ATPase.pdb	82.26
LOKIASV2_3414_ESMFold_hypothetical_protein.pdb	69.04
LOKIASV2_3415_ESMFold_hypothetical_protein.pdb	32.92
LOKIASV2_3416_ESMFold_hypothetical_protein.pdb	55.16
LOKIASV2_3417_ESMFold_hypothetical_protein.pdb	82.69
LOKIASV2_3418_ESMFold_hypothetical_protein.pdb	60.38
LOKIASV2_3419_ESMFold_hypothetical_protein.pdb	43.13
LOKIASV2_3420_ESMFold_hypothetical_protein.pdb	64.07
LOKIASV2_3421_ESMFold_hypothetical_protein.pdb	61.05
LOKIASV2_3422_ESMFold_hypothetical_protein.pdb	83.62
LOKIASV2_3423_ESMFold_hypothetical_protein.pdb	71.35
LOKIASV2_3424_ESMFold_ABC_transporter_substrate-binding_protein.pdb	78.64
LOKIASV2_3425_ESMFold_hypothetical_protein.pdb	57.71
LOKIASV2_3426_ESMFold_ABC_transporter_permease.pdb	94.62
LOKIASV2_3427_ESMFold_ABC_transporter_permease.pdb	88.9
LOKIASV2_3428_ESMFold_hypothetical_protein.pdb	69.97
LOKIASV2_3429_ESMFold_hypothetical_protein.pdb	87.14
LOKIASV2_3430_ESMFold_alpha-beta_hydrolase.pdb	88.29
LOKIASV2_3431_ESMFold_hypothetical_protein.pdb	41.62
LOKIASV2_3432_ESMFold_hypothetical_protein.pdb	30.7
LOKIASV2_3433_ESMFold_ATP-dependent_endonuclease.pdb	77.75
LOKIASV2_3434_ESMFold_hypothetical_protein.pdb	46.37
LOKIASV2_3435_ESMFold_hypothetical_protein.pdb	70.98
LOKIASV2_3436_ESMFold_hypothetical_protein.pdb	62.48
LOKIASV2_3437_ESMFold_hypothetical_protein.pdb	83.84
LOKIASV2_3438_ESMFold_HEPN_domain-containing_protein.pdb	84.7
LOKIASV2_3439_ESMFold_RNA-guided_endonuclease_TnpB_family_protein.pdb	90.68
LOKIASV2_3440_ESMFold_hypothetical_protein.pdb	73.79
LOKIASV2_3441_ESMFold_hypothetical_protein.pdb	42.29
LOKIASV2_3442_ESMFold_hypothetical_protein.pdb	47.8
LOKIASV2_3443_ESMFold_hypothetical_protein.pdb	80.98
LOKIASV2_3444_ESMFold_hypothetical_protein.pdb	78.71
LOKIASV2_3445_ESMFold_hypothetical_protein.pdb	39.1
LOKIASV2_3446_ESMFold_hypothetical_protein.pdb	52.87
LOKIASV2_3447_ESMFold_HAD_family_hydrolase.pdb	94.09
LOKIASV2_3448_ESMFold_hypothetical_protein.pdb	85.92
LOKIASV2_3449_AF3_model_0.pdb	0.0
LOKIASV2_3450_AF2_hypothetical_protein.pdb	81.36
LOKIASV2_3451_ESMFold_serine_hydrolase_domain-containing_protein.pdb	80.86
LOKIASV2_3452_ESMFold_RNA-guided_endonuclease_TnpB_family_protein.pdb	90.73
LOKIASV2_3453_ESMFold_aminopeptidase.pdb	94.78
LOKIASV2_3454_ESMFold_hypothetical_protein.pdb	73.0
LOKIASV2_3455_ESMFold_mechanosensitive_ion_channel_family_protein.pdb	92.0
LOKIASV2_3456_ESMFold_hypothetical_protein.pdb	92.27
LOKIASV2_3457_ESMFold_sulfatase.pdb	85.94
LOKIASV2_3458_ESMFold_hypothetical_protein.pdb	90.64
LOKIASV2_3459_ESMFold_hypothetical_protein.pdb	52.56
LOKIASV2_3460_ESMFold_ribose_5-phosphate_isomerase_A.pdb	92.28
LOKIASV2_3461_ESMFold_arginine--tRNA_ligase.pdb	94.47
LOKIASV2_3462_ESMFold_hypothetical_protein.pdb	71.68
LOKIASV2_3463_ESMFold_dUTP_diphosphatase.pdb	86.32
LOKIASV2_3464_ESMFold_hypothetical_protein.pdb	82.69
LOKIASV2_3465_ESMFold_hypothetical_protein.pdb	30.97
LOKIASV2_3466_ESMFold_hypothetical_protein.pdb	25.87
LOKIASV2_3467_ESMFold_hypothetical_protein.pdb	79.72
LOKIASV2_3468_ESMFold_hypothetical_protein.pdb	85.88
LOKIASV2_3469_ESMFold_L-aspartate_oxidase.pdb	91.56
LOKIASV2_3470_ESMFold_cysteine_desulfurase_NifS.pdb	80.73
LOKIASV2_3471_ESMFold_hypothetical_protein.pdb	34.39
LOKIASV2_3472_ESMFold_LysR_substrate-binding_domain-containing_protein.pdb	91.62
LOKIASV2_3473_ESMFold_hypothetical_protein.pdb	63.99
LOKIASV2_3474_ESMFold_hypothetical_protein.pdb	78.86
LOKIASV2_3475_ESMFold_hypothetical_protein.pdb	76.69
LOKIASV2_3476_ESMFold_hypothetical_protein.pdb	87.49
LOKIASV2_3477_ESMFold_hypothetical_protein.pdb	56.66
LOKIASV2_3478_ESMFold_hypothetical_protein.pdb	76.21
LOKIASV2_3479_ESMFold_class_I_SAM-dependent_methyltransferase_family_protein.pdb	92.91
LOKIASV2_3480_ESMFold_hypothetical_protein.pdb	73.79
LOKIASV2_3481_ESMFold_Cof-type_HAD-IIB_family_hydrolase.pdb	88.13
LOKIASV2_3482_ESMFold_hypothetical_protein.pdb	84.27
LOKIASV2_3483_ESMFold_hypothetical_protein.pdb	86.57
LOKIASV2_3484_ESMFold_hypothetical_protein.pdb	89.45
LOKIASV2_3485_ESMFold_hypothetical_protein.pdb	38.7
LOKIASV2_3486_ESMFold_N-A.pdb	87.18
LOKIASV2_3487_ESMFold_hypothetical_protein.pdb	84.33
LOKIASV2_3488_ESMFold_hypothetical_protein.pdb	80.04
LOKIASV2_3489_ESMFold_hypothetical_protein.pdb	85.93
LOKIASV2_3490_ESMFold_DMT_family_transporter.pdb	92.98
LOKIASV2_3491_ESMFold_histidine_phosphatase_family_protein.pdb	91.79
LOKIASV2_3492_ESMFold_histidinol-phosphatase.pdb	92.85
LOKIASV2_3493_ESMFold_class_I_SAM-dependent_methyltransferase.pdb	89.48
LOKIASV2_3494_ESMFold_hypothetical_protein.pdb	88.26
LOKIASV2_3495_ESMFold_hypothetical_protein.pdb	82.93
LOKIASV2_3496_ESMFold_hypothetical_protein.pdb	87.68
LOKIASV2_3497_ESMFold_MBL_fold_metallo-hydrolase.pdb	81.33
LOKIASV2_3498_ESMFold_hypothetical_protein.pdb	70.01
LOKIASV2_3499_ESMFold_hypothetical_protein.pdb	87.5
LOKIASV2_3500_ESMFold_hypothetical_protein.pdb	91.32
LOKIASV2_3501_ESMFold_hypothetical_protein.pdb	88.99
LOKIASV2_3502_ESMFold_hypothetical_protein.pdb	39.12
LOKIASV2_3503_ESMFold_hypothetical_protein.pdb	94.3
LOKIASV2_3504_ESMFold_radical_SAM_protein.pdb	91.09
LOKIASV2_3505_ESMFold_hypothetical_protein.pdb	64.29
LOKIASV2_3506_ESMFold_tagaturonate_epimerase_family_protein.pdb	91.82
LOKIASV2_3507_ESMFold_glucuronate_isomerase.pdb	93.65
LOKIASV2_3508_ESMFold_flap_endonuclease-1.pdb	82.2
LOKIASV2_3509_ESMFold_class_I_SAM-dependent_methyltransferase.pdb	93.73
LOKIASV2_3510_ESMFold_23S_rRNA_-adenine-2503--C-2---methyltransferase_RlmN.pdb	95.88
LOKIASV2_3511_ESMFold_metallophosphoesterase.pdb	86.63
LOKIASV2_3512_ESMFold_hypothetical_protein.pdb	68.75
LOKIASV2_3513_ESMFold_hypothetical_protein.pdb	52.44
LOKIASV2_3514_ESMFold_hypothetical_protein.pdb	77.92
LOKIASV2_3515_ESMFold_hypothetical_protein.pdb	78.17
LOKIASV2_3516_ESMFold_RNA-guided_endonuclease_TnpB_family_protein.pdb	90.61
LOKIASV2_3517_ESMFold_hypothetical_protein.pdb	79.98
LOKIASV2_3518_ESMFold_lpg1639_family_Dot-Icm_T4SS_effector.pdb	79.45
LOKIASV2_3519_ESMFold_MBL_fold_metallo-hydrolase.pdb	80.96
LOKIASV2_3520_ESMFold_hypothetical_protein.pdb	79.22
LOKIASV2_3521_ESMFold_hypothetical_protein.pdb	68.78
LOKIASV2_3522_ESMFold_RNA-guided_endonuclease_TnpB_family_protein.pdb	90.65
LOKIASV2_3523_ESMFold_MFS_transporter.pdb	91.7
LOKIASV2_3524_ESMFold_amino_acid_deaminase-aldolase.pdb	86.43
LOKIASV2_3525_ESMFold_D-xylose_transporter_XylE.pdb	89.66
LOKIASV2_3526_ESMFold_creatininase_family_protein.pdb	95.69
LOKIASV2_3527_ESMFold_SDR_family_oxidoreductase.pdb	95.89
LOKIASV2_3528_ESMFold_phosphate_uptake_regulator_PhoU.pdb	91.33
LOKIASV2_3529_ESMFold_hypothetical_protein.pdb	87.26
LOKIASV2_3530_ESMFold_hypothetical_protein.pdb	95.1
LOKIASV2_3531_ESMFold_hypothetical_protein.pdb	94.18
LOKIASV2_3532_ESMFold_aldehyde_ferredoxin_oxidoreductase_C-terminal_domain-containing_protein.pdb	92.58
LOKIASV2_3533_ESMFold_M2_ESMFold_family_metallopeptidase.pdb	95.38
LOKIASV2_3534_ESMFold_biosynthetic-type_acetolactate_synthase_large_subunit.pdb	90.54
LOKIASV2_3535_ESMFold_phosphate_uptake_regulator_PhoU.pdb	91.89
LOKIASV2_3536_ESMFold_glutamate-1-semialdehyde_2-1-aminomutase.pdb	72.07
LOKIASV2_3537_AF2_hypothetical_protein.pdb	66.58
LOKIASV2_3538_ESMFold_aldehyde_ferredoxin_oxidoreductase_family_protein.pdb	88.45
LOKIASV2_3539_ESMFold_hypothetical_protein.pdb	90.43
LOKIASV2_3540_ESMFold_2-hydroxyacyl-CoA_dehydratase_family_protein.pdb	91.62
LOKIASV2_3541_ESMFold_2-hydroxyacyl-CoA_dehydratase_subunit_D.pdb	90.43
LOKIASV2_3542_ESMFold_hypothetical_protein.pdb	71.35
LOKIASV2_3543_ESMFold_hypothetical_protein.pdb	87.04
LOKIASV2_3544_ESMFold_MFS_transporter.pdb	91.58
LOKIASV2_3545_ESMFold_hypothetical_protein.pdb	91.33
LOKIASV2_3546_ESMFold_hypothetical_protein.pdb	83.37
LOKIASV2_3547_ESMFold_hypothetical_protein.pdb	48.68
LOKIASV2_3548_ESMFold_hypothetical_protein.pdb	75.5
LOKIASV2_3549_ESMFold_hypothetical_protein.pdb	46.35
LOKIASV2_3550_ESMFold_hypothetical_protein.pdb	68.18
LOKIASV2_3551_ESMFold_hypothetical_protein.pdb	81.57
LOKIASV2_3552_ESMFold_hypothetical_protein.pdb	74.49
LOKIASV2_3553_ESMFold_acyl-CoA_dehydratase_activase-related_protein.pdb	92.56
LOKIASV2_3554_ESMFold_2-hydroxyglutaryl-CoA_dehydratase.pdb	89.91
LOKIASV2_3555_ESMFold_acyl-CoA_dehydratase_activase.pdb	88.17
LOKIASV2_3556_ESMFold_YbhB-YbcL_family_Raf_kinase_inhibitor-like_protein.pdb	89.27
LOKIASV2_3557_ESMFold_hypothetical_protein.pdb	48.66
LOKIASV2_3558_ESMFold_hypothetical_protein.pdb	39.83
LOKIASV2_3559_ESMFold_zinc-binding_dehydrogenase.pdb	95.29
LOKIASV2_3560_ESMFold_gamma_carbonic_anhydrase_family_protein.pdb	92.09
LOKIASV2_3561_ESMFold_PhzF_family_phenazine_biosynthesis_protein.pdb	91.07
LOKIASV2_3562_ESMFold_glycerol-3-phosphate_dehydrogenase-oxidase.pdb	89.89
LOKIASV2_3563_ESMFold_thioredoxin-disulfide_reductase.pdb	93.16
LOKIASV2_3564_ESMFold_hypothetical_protein.pdb	83.76
LOKIASV2_3565_ESMFold_iron-containing_alcohol_dehydrogenase.pdb	96.31
LOKIASV2_3566_ESMFold_hypothetical_protein.pdb	73.18
LOKIASV2_3567_ESMFold_hypothetical_protein.pdb	87.8
LOKIASV2_3568_ESMFold_MFS_transporter.pdb	91.17
LOKIASV2_3569_ESMFold_hypothetical_protein.pdb	44.31
LOKIASV2_3570_ESMFold_hypothetical_protein.pdb	65.69
LOKIASV2_3571_ESMFold_RNA-guided_endonuclease_TnpB_family_protein.pdb	90.68
LOKIASV2_3572_ESMFold_IS200-IS605_family_transposase.pdb	71.99
LOKIASV2_3573_ESMFold_hypothetical_protein.pdb	65.42
LOKIASV2_3574_ESMFold_RuBisCO_large_subunit_C-terminal-like_domain-containing_protein.pdb	86.65
LOKIASV2_3575_AF2_hypothetical_protein.pdb	81.39
LOKIASV2_3576_ESMFold_hypothetical_protein.pdb	61.94
LOKIASV2_3577_ESMFold_hypothetical_protein.pdb	80.78
LOKIASV2_3578_ESMFold_hypothetical_protein.pdb	53.92
LOKIASV2_3579_ESMFold_hypothetical_protein.pdb	66.87
LOKIASV2_3580_ESMFold_hypothetical_protein.pdb	69.18
LOKIASV2_3581_ESMFold_hypothetical_protein.pdb	85.35
LOKIASV2_3582_ESMFold_hypothetical_protein.pdb	90.61
LOKIASV2_3583_ESMFold_hypothetical_protein.pdb	68.0
LOKIASV2_3584_ESMFold_hypothetical_protein.pdb	70.24
LOKIASV2_3585_ESMFold_hypothetical_protein.pdb	67.22
LOKIASV2_3586_ESMFold_SDR_family_oxidoreductase.pdb	91.46
LOKIASV2_3587_ESMFold_hypothetical_protein.pdb	90.58
LOKIASV2_3588_ESMFold_hypothetical_protein.pdb	50.95
LOKIASV2_3589_ESMFold_hypothetical_protein.pdb	65.8
LOKIASV2_3590_ESMFold_hypothetical_protein.pdb	70.68
LOKIASV2_3591_ESMFold_hypothetical_protein.pdb	87.36
LOKIASV2_3592_ESMFold_hypothetical_protein.pdb	91.93
LOKIASV2_3593_ESMFold_hypothetical_protein.pdb	87.41
LOKIASV2_3594_AF2_hypothetical_protein.pdb	78.08
LOKIASV2_3595_ESMFold_hypothetical_protein.pdb	65.82
LOKIASV2_3596_ESMFold_hypothetical_protein.pdb	66.03
LOKIASV2_3597_ESMFold_hypothetical_protein.pdb	68.31
LOKIASV2_3598_ESMFold_-Fe-S--binding_protein.pdb	85.1
LOKIASV2_3599_ESMFold_FAD-dependent_oxidoreductase.pdb	93.12
LOKIASV2_3600_ESMFold_hypothetical_protein.pdb	86.83
LOKIASV2_3601_ESMFold_hypothetical_protein.pdb	83.95
LOKIASV2_3602_ESMFold_hypothetical_protein.pdb	85.65
LOKIASV2_3603_ESMFold_hypothetical_protein.pdb	76.04
LOKIASV2_3604_ESMFold_hypothetical_protein.pdb	80.65
LOKIASV2_3605_ESMFold_hypothetical_protein.pdb	72.49
LOKIASV2_3606_ESMFold_hypothetical_protein.pdb	90.65
LOKIASV2_3607_ESMFold_hypothetical_protein.pdb	61.16
LOKIASV2_3608_ESMFold_hypothetical_protein.pdb	87.34
LOKIASV2_3609_ESMFold_hypothetical_protein.pdb	72.4
LOKIASV2_3610_ESMFold_hypothetical_protein.pdb	83.05
LOKIASV2_3611_ESMFold_ABC_transporter_ATP-binding_protein.pdb	92.69
LOKIASV2_3612_ESMFold_ABC_transporter_ATP-binding_protein.pdb	93.06
LOKIASV2_3613_ESMFold_hypothetical_protein.pdb	67.64
LOKIASV2_3614_ESMFold_oxidoreductase.pdb	91.21
LOKIASV2_3615_ESMFold_tungsten_cofactor_oxidoreductase_radical_SAM_maturase.pdb	78.28
LOKIASV2_3616_ESMFold_hypothetical_protein.pdb	84.0
LOKIASV2_3617_ESMFold_hypothetical_protein.pdb	87.26
LOKIASV2_3618_ESMFold_hypothetical_protein.pdb	80.0
LOKIASV2_3619_ESMFold_D-arabinono-1-4-lactone_oxidase.pdb	93.84
LOKIASV2_3620_ESMFold_peptide-methionine_-R--S-oxide_reductase_MsrB.pdb	87.19
LOKIASV2_3621_ESMFold_hypothetical_protein.pdb	88.19
LOKIASV2_3622_ESMFold_hypothetical_protein.pdb	88.19
LOKIASV2_3623_ESMFold_hypothetical_protein.pdb	67.85
LOKIASV2_3624_ESMFold_FAD-dependent_oxidoreductase.pdb	77.25
LOKIASV2_3625_ESMFold_hypothetical_protein.pdb	90.86
LOKIASV2_3626_AF2_chemotaxis_protein_CheB.pdb	80.77
LOKIASV2_3627_ESMFold_hypothetical_protein.pdb	87.57
LOKIASV2_3628_AF2_hypothetical_protein.pdb	69.19
LOKIASV2_3629_ESMFold_hypothetical_protein.pdb	81.6
LOKIASV2_3630_ESMFold_hypothetical_protein.pdb	78.6
LOKIASV2_3631_ESMFold_acetylxylan_esterase.pdb	82.65
LOKIASV2_3632_ESMFold_hypothetical_protein.pdb	73.61
LOKIASV2_3633_ESMFold_hypothetical_protein.pdb	84.4
LOKIASV2_3634_ESMFold_hypothetical_protein.pdb	80.43
LOKIASV2_3635_ESMFold_sulfite_exporter_TauE-SafE_family_protein.pdb	91.08
LOKIASV2_3636_ESMFold_hypothetical_protein.pdb	85.41
LOKIASV2_3637_ESMFold_inorganic_diphosphatase.pdb	81.86
LOKIASV2_3638_ESMFold_aspartate_aminotransferase_family_protein.pdb	72.11
LOKIASV2_3639_ESMFold_DUF6206_family_protein.pdb	82.66
LOKIASV2_3640_ESMFold_hypothetical_protein.pdb	56.41
LOKIASV2_3641_ESMFold_hypothetical_protein.pdb	85.84
LOKIASV2_3642_ESMFold_hypothetical_protein.pdb	71.2
LOKIASV2_3643_ESMFold_ACR3_family_arsenite_efflux_transporter.pdb	93.29
LOKIASV2_3644_ESMFold_uridine_kinase.pdb	94.59
LOKIASV2_3645_ESMFold_hypothetical_protein.pdb	66.95
LOKIASV2_3646_ESMFold_hypothetical_protein.pdb	69.81
LOKIASV2_3647_ESMFold_hypothetical_protein.pdb	86.08
LOKIASV2_3648_ESMFold_ATP-binding_protein.pdb	94.04
LOKIASV2_3649_ESMFold_hypothetical_protein.pdb	71.13
LOKIASV2_3650_ESMFold_hypothetical_protein.pdb	49.97
LOKIASV2_3651_ESMFold_BON_domain-containing_protein.pdb	92.92
LOKIASV2_3652_ESMFold_hypothetical_protein.pdb	75.73
LOKIASV2_3653_ESMFold_methyl-accepting_chemotaxis_protein.pdb	83.12
LOKIASV2_3654_ESMFold_S-methyl-5-thioribose-1-phosphate_isomerase.pdb	93.21
LOKIASV2_3655_ESMFold_hypothetical_protein.pdb	84.09
LOKIASV2_3656_ESMFold_hypothetical_protein.pdb	62.63
LOKIASV2_3657_ESMFold_cysteine_synthase_A.pdb	96.24
LOKIASV2_3658_ESMFold_serine_O-acetyltransferase.pdb	87.65
LOKIASV2_3659_ESMFold_hypothetical_protein.pdb	81.43
LOKIASV2_3660_ESMFold_MBL_fold_metallo-hydrolase.pdb	74.25
LOKIASV2_3661_ESMFold_DUF401_family_protein.pdb	93.64
LOKIASV2_3662_ESMFold_hypothetical_protein.pdb	50.05
LOKIASV2_3663_ESMFold_hypothetical_protein.pdb	78.22
LOKIASV2_3664_ESMFold_RNA-guided_endonuclease_TnpB_family_protein.pdb	90.58
LOKIASV2_3665_ESMFold_IS200-IS605_family_transposase.pdb	74.29
LOKIASV2_3666_ESMFold_hypothetical_protein.pdb	88.26
LOKIASV2_3667_ESMFold_hypothetical_protein.pdb	82.37
LOKIASV2_3668_ESMFold_hypothetical_protein.pdb	75.67
LOKIASV2_3669_ESMFold_hypothetical_protein.pdb	49.22
LOKIASV2_3670_ESMFold_ABC_transporter_permease.pdb	94.86
LOKIASV2_3671_ESMFold_ABC_transporter_ATP-binding_protein.pdb	90.68
LOKIASV2_3672_ESMFold_PH_domain-containing_protein.pdb	73.49
LOKIASV2_3673_ESMFold_hypothetical_protein.pdb	81.94
LOKIASV2_3674_ESMFold_hypothetical_protein.pdb	75.27
LOKIASV2_3675_ESMFold_MFS_transporter.pdb	90.55
LOKIASV2_3676_ESMFold_hypothetical_protein.pdb	86.6
LOKIASV2_3677_ESMFold_hypothetical_protein.pdb	51.29
LOKIASV2_3678_ESMFold_hypothetical_protein.pdb	85.87
LOKIASV2_3679_AF2_hypothetical_protein.pdb	71.21
LOKIASV2_3680_ESMFold_amidohydrolase.pdb	96.99
LOKIASV2_3681_ESMFold_hypothetical_protein.pdb	89.04
LOKIASV2_3682_ESMFold_MFS_transporter.pdb	87.25
LOKIASV2_3683_ESMFold_SDR_family_oxidoreductase.pdb	93.41
LOKIASV2_3684_ESMFold_1-4-alpha-glucan_branching_protein.pdb	91.57
LOKIASV2_3685_ESMFold_hypothetical_protein.pdb	40.08
LOKIASV2_3686_ESMFold_hypothetical_protein.pdb	54.27
LOKIASV2_3687_ESMFold_hypothetical_protein.pdb	82.39
LOKIASV2_3688_ESMFold_hypothetical_protein.pdb	67.62
